47;Enontekiö;Enontekis;Enontekiö;19;Lappi;Lappland;Lapland;6;Lapin AVI;Lapplands RFV;Lapland AVI;15;Lapin ELY-keskus;NTM-centralen i Lappland;Lapland ELY Centre;196;Tunturi-Lappi;Tunturi-Lappi;Tunturi-Lappi;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
49;Espoo;Esbo;Espoo;1;Uusimaa;Nyland;Uusimaa;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;1;Uudenmaan ELY-keskus;NTM-centralen i Nyland;Uusimaa ELY Centre;11;Helsinki;Helsingfors;Helsinki;1;Helsinki-Uusimaa;Helsingfors - Nyland;Helsinki-Uusimaa;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;1;Kaksikielinen kunta, jossa enemmistön kieli on suomi;Tvåspråkig kommun med finska som flertalets språk;Bilingual municipality with Finnish-speaking majority
50;Eura;Eura;Eura;4;Satakunta;Satakunta;Satakunta;2;Lounais-Suomen AVI;Sydvästra Finlands RFV;Southwestern Finland AVI;3;Satakunnan ELY-keskus;NTM-centralen i Satakunta ;Satakunta ELY Centre;41;Rauma;Raumo;Rauma;3;Länsi-Suomi;Västra Finland;Western Finland;2;Taajaan asutut kunnat;Tätortskommuner;Semi-urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
51;Eurajoki;Euraåminne;Eurajoki;4;Satakunta;Satakunta;Satakunta;2;Lounais-Suomen AVI;Sydvästra Finlands RFV;Southwestern Finland AVI;3;Satakunnan ELY-keskus;NTM-centralen i Satakunta ;Satakunta ELY Centre;41;Rauma;Raumo;Rauma;3;Länsi-Suomi;Västra Finland;Western Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
52;Evijärvi;Evijärvi;Evijärvi;14;Etelä-Pohjanmaa;Södra Österbotten;South Ostrobothnia;4;Länsi- ja Sisä-Suomen AVI;Västra och Inre Finlands RFV;Western and Inland Finland AVI;11;Etelä-Pohjanmaan ELY-keskus;NTM-centralen i Södra Österbotten;South Ostrobothnia ELY Centre;146;Järviseutu;Järviseutu;Järviseutu;3;Länsi-Suomi;Västra Finland;Western Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
60;Finström;Finström;Finström;21;Ahvenanmaa ;Åland;Åland;7;Ahvenanmaan valtionvirasto;Statens ämbetsverk på Åland;State Department of Åland;16;Ahvenanmaa;Åland;Åland;212;Ålands landsbygd;Ålands landsbygd;Ålands landsbygd;5;Ahvenanmaa - Åland;Åland;Åland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;2;Yksikielinen ruotsinkielinen kunta;Enspråkig svensk kommun;Monolingual Swedish-speaking municipality
61;Forssa;Forssa;Forssa;5;Kanta-Häme;Egentliga Tavastland;Kanta-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;53;Forssa;Forssa;Forssa;2;Etelä-Suomi;Södra Finland;Southern Finland;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
62;Föglö;Föglö;Föglö;21;Ahvenanmaa ;Åland;Åland;7;Ahvenanmaan valtionvirasto;Statens ämbetsverk på Åland;State Department of Åland;16;Ahvenanmaa;Åland;Åland;213;Ålands skärgård;Ålands skärgård;Ålands skärgård;5;Ahvenanmaa - Åland;Åland;Åland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;2;Yksikielinen ruotsinkielinen kunta;Enspråkig svensk kommun;Monolingual Swedish-speaking municipality
65;Geta;Geta;Geta;21;Ahvenanmaa ;Åland;Åland;7;Ahvenanmaan valtionvirasto;Statens ämbetsverk på Åland;State Department of Åland;16;Ahvenanmaa;Åland;Åland;212;Ålands landsbygd;Ålands landsbygd;Ålands landsbygd;5;Ahvenanmaa - Åland;Åland;Åland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;2;Yksikielinen ruotsinkielinen kunta;Enspråkig svensk kommun;Monolingual Swedish-speaking municipality
69;Haapajärvi;Haapajärvi;Haapajärvi;17;Pohjois-Pohjanmaa;Norra Österbotten;North Ostrobothnia;5;Pohjois-Suomen AVI;Norra Finlands RFV;Northern Finland AVI;13;Pohjois-Pohjanmaan ELY-keskus;NTM-centralen i Norra Österbotten;North Ostrobothnia ELY Centre;176;Nivala-Haapajärvi;Nivala-Haapajärvi;Nivala-Haapajärvi;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;2;Taajaan asutut kunnat;Tätortskommuner;Semi-urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
71;Haapavesi;Haapavesi;Haapavesi;17;Pohjois-Pohjanmaa;Norra Österbotten;North Ostrobothnia;5;Pohjois-Suomen AVI;Norra Finlands RFV;Northern Finland AVI;13;Pohjois-Pohjanmaan ELY-keskus;NTM-centralen i Norra Österbotten;North Ostrobothnia ELY Centre;175;Haapavesi-Siikalatva;Haapavesi-Siikalatva;Haapavesi-Siikalatva;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
72;Hailuoto;Karlö;Hailuoto;17;Pohjois-Pohjanmaa;Norra Österbotten;North Ostrobothnia;5;Pohjois-Suomen AVI;Norra Finlands RFV;Northern Finland AVI;13;Pohjois-Pohjanmaan ELY-keskus;NTM-centralen i Norra Österbotten;North Ostrobothnia ELY Centre;171;Oulu;Uleåborg;Oulu;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
74;Halsua;Halso;Halsua;16;Keski-Pohjanmaa;Mellersta Österbotten;Central Ostrobothnia;4;Länsi- ja Sisä-Suomen AVI;Västra och Inre Finlands RFV;Western and Inland Finland AVI;12;Pohjanmaan ELY-keskus;NTM-centralen i Österbotten;Ostrobothnia ELY Centre;161;Kaustinen;Kaustby;Kaustinen;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
75;Hamina;Fredrikshamn;Hamina;8;Kymenlaakso;Kymmenedalen;Kymenlaakso;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;6;Kaakkois-Suomen ELY-keskus;NTM-centralen i Sydöstra Finland;Southeast Finland  ELY Centre;82;Kotka-Hamina;Kotka-Fredrikshamn;Kotka-Hamina;2;Etelä-Suomi;Södra Finland;Southern Finland;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
76;Hammarland;Hammarland;Hammarland;21;Ahvenanmaa ;Åland;Åland;7;Ahvenanmaan valtionvirasto;Statens ämbetsverk på Åland;State Department of Åland;16;Ahvenanmaa;Åland;Åland;212;Ålands landsbygd;Ålands landsbygd;Ålands landsbygd;5;Ahvenanmaa - Åland;Åland;Åland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;2;Yksikielinen ruotsinkielinen kunta;Enspråkig svensk kommun;Monolingual Swedish-speaking municipality
77;Hankasalmi;Hankasalmi;Hankasalmi;13;Keski-Suomi;Mellersta Finland;Central Finland;4;Länsi- ja Sisä-Suomen AVI;Västra och Inre Finlands RFV;Western and Inland Finland AVI;10;Keski-Suomen ELY-keskus;NTM-centralen i Mellersta Finland;Central Finland ELY Centre;131;Jyväskylä;Jyväskylä;Jyväskylä;3;Länsi-Suomi;Västra Finland;Western Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
78;Hanko;Hangö;Hanko;1;Uusimaa;Nyland;Uusimaa;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;1;Uudenmaan ELY-keskus;NTM-centralen i Nyland;Uusimaa ELY Centre;14;Raasepori;Raseborg;Raasepori;1;Helsinki-Uusimaa;Helsingfors - Nyland;Helsinki-Uusimaa;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;1;Kaksikielinen kunta, jossa enemmistön kieli on suomi;Tvåspråkig kommun med finska som flertalets språk;Bilingual municipality with Finnish-speaking majority
79;Harjavalta;Harjavalta;Harjavalta;4;Satakunta;Satakunta;Satakunta;2;Lounais-Suomen AVI;Sydvästra Finlands RFV;Southwestern Finland AVI;3;Satakunnan ELY-keskus;NTM-centralen i Satakunta ;Satakunta ELY Centre;43;Pori;Björneborg;Pori;3;Länsi-Suomi;Västra Finland;Western Finland;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
81;Hartola;Gustav Adolfs;Hartola;7;Päijät-Häme;Päijänne-Tavastland;Päijät-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;71;Lahti;Lahtis;Lahti;2;Etelä-Suomi;Södra Finland;Southern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
82;Hattula;Hattula;Hattula;5;Kanta-Häme;Egentliga Tavastland;Kanta-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;51;Hämeenlinna;Tavastehus;Hämeenlinna;2;Etelä-Suomi;Södra Finland;Southern Finland;2;Taajaan asutut kunnat;Tätortskommuner;Semi-urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
86;Hausjärvi;Hausjärvi;Hausjärvi;5;Kanta-Häme;Egentliga Tavastland;Kanta-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;52;Riihimäki;Riihimäki;Riihimäki;2;Etelä-Suomi;Södra Finland;Southern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
90;Heinävesi;Heinävesi;Heinävesi;12;Pohjois-Karjala;Norra Karelen;North Karelia;3;Itä-Suomen AVI;Östra Finlands RFV;Eastern Finland AVI;9;Pohjois-Karjalan ELY-keskus;NTM-centralen i Norra Karelen;North Karelia ELY Centre;122;Joensuu;Joensuu;Joensuu;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
91;Helsinki;Helsingfors;Helsinki;1;Uusimaa;Nyland;Uusimaa;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;1;Uudenmaan ELY-keskus;NTM-centralen i Nyland;Uusimaa ELY Centre;11;Helsinki;Helsingfors;Helsinki;1;Helsinki-Uusimaa;Helsingfors - Nyland;Helsinki-Uusimaa;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;1;Kaksikielinen kunta, jossa enemmistön kieli on suomi;Tvåspråkig kommun med finska som flertalets språk;Bilingual municipality with Finnish-speaking majority
92;Vantaa;Vanda;Vantaa;1;Uusimaa;Nyland;Uusimaa;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;1;Uudenmaan ELY-keskus;NTM-centralen i Nyland;Uusimaa ELY Centre;11;Helsinki;Helsingfors;Helsinki;1;Helsinki-Uusimaa;Helsingfors - Nyland;Helsinki-Uusimaa;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;1;Kaksikielinen kunta, jossa enemmistön kieli on suomi;Tvåspråkig kommun med finska som flertalets språk;Bilingual municipality with Finnish-speaking majority
97;Hirvensalmi;Hirvensalmi;Hirvensalmi;10;Etelä-Savo;Södra Savolax;South Savo;3;Itä-Suomen AVI;Östra Finlands RFV;Eastern Finland AVI;7;Etelä-Savon ELY-keskus;NTM-centralen i Södra Savolax;South Savo ELY Centre;101;Mikkeli;S:t Michel;Mikkeli;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
98;Hollola;Hollola;Hollola;7;Päijät-Häme;Päijänne-Tavastland;Päijät-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;71;Lahti;Lahtis;Lahti;2;Etelä-Suomi;Södra Finland;Southern Finland;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
102;Huittinen;Vittis;Huittinen;4;Satakunta;Satakunta;Satakunta;2;Lounais-Suomen AVI;Sydvästra Finlands RFV;Southwestern Finland AVI;3;Satakunnan ELY-keskus;NTM-centralen i Satakunta ;Satakunta ELY Centre;43;Pori;Björneborg;Pori;3;Länsi-Suomi;Västra Finland;Western Finland;2;Taajaan asutut kunnat;Tätortskommuner;Semi-urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
103;Humppila;Humppila;Humppila;5;Kanta-Häme;Egentliga Tavastland;Kanta-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;53;Forssa;Forssa;Forssa;2;Etelä-Suomi;Södra Finland;Southern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
105;Hyrynsalmi;Hyrynsalmi;Hyrynsalmi;18;Kainuu;Kajanaland;Kainuu;5;Pohjois-Suomen AVI;Norra Finlands RFV;Northern Finland AVI;14;Kainuun ELY-keskus;NTM-centralen i Kajanaland;Kainuu ELY Centre;181;Kehys-Kainuu;Kehys-Kainuu;Kehys-Kainuu;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
106;Hyvinkää;Hyvinge;Hyvinkää;1;Uusimaa;Nyland;Uusimaa;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;1;Uudenmaan ELY-keskus;NTM-centralen i Nyland;Uusimaa ELY Centre;11;Helsinki;Helsingfors;Helsinki;1;Helsinki-Uusimaa;Helsingfors - Nyland;Helsinki-Uusimaa;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
108;Hämeenkyrö;Tavastkyro;Hämeenkyrö;6;Pirkanmaa;Birkaland;Pirkanmaa;4;Länsi- ja Sisä-Suomen AVI;Västra och Inre Finlands RFV;Western and Inland Finland AVI;5;Pirkanmaan ELY-keskus;NTM-centralen i Birkaland;Pirkanmaa ELY Centre;64;Tampere;Tammerfors;Tampere;3;Länsi-Suomi;Västra Finland;Western Finland;2;Taajaan asutut kunnat;Tätortskommuner;Semi-urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
109;Hämeenlinna;Tavastehus;Hämeenlinna;5;Kanta-Häme;Egentliga Tavastland;Kanta-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;51;Hämeenlinna;Tavastehus;Hämeenlinna;2;Etelä-Suomi;Södra Finland;Southern Finland;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
111;Heinola;Heinola;Heinola;7;Päijät-Häme;Päijänne-Tavastland;Päijät-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;71;Lahti;Lahtis;Lahti;2;Etelä-Suomi;Södra Finland;Southern Finland;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
139;Ii;Ijo;Ii;17;Pohjois-Pohjanmaa;Norra Österbotten;North Ostrobothnia;5;Pohjois-Suomen AVI;Norra Finlands RFV;Northern Finland AVI;13;Pohjois-Pohjanmaan ELY-keskus;NTM-centralen i Norra Österbotten;North Ostrobothnia ELY Centre;173;Oulunkaari;Oulunkaari;Oulunkaari;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;2;Taajaan asutut kunnat;Tätortskommuner;Semi-urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
140;Iisalmi;Idensalmi;Iisalmi;11;Pohjois-Savo;Norra Savolax;North Savo;3;Itä-Suomen AVI;Östra Finlands RFV;Eastern Finland AVI;8;Pohjois-Savon ELY-keskus;NTM-centralen i Norra Savolax ;North Savo ELY Centre;111;Ylä-Savo;Norra Savolax;Ylä-Savo;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;1;Kaupunkimaiset kunnat;Urbana kommuner;Urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
142;Iitti;Itis;Iitti;7;Päijät-Häme;Päijänne-Tavastland;Päijät-Häme;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;4;Hämeen ELY-keskus;NTM-centralen i Tavastland;Häme ELY Centre;71;Lahti;Lahtis;Lahti;2;Etelä-Suomi;Södra Finland;Southern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
143;Ikaalinen;Ikalis;Ikaalinen;6;Pirkanmaa;Birkaland;Pirkanmaa;4;Länsi- ja Sisä-Suomen AVI;Västra och Inre Finlands RFV;Western and Inland Finland AVI;5;Pirkanmaan ELY-keskus;NTM-centralen i Birkaland;Pirkanmaa ELY Centre;61;Luoteis-Pirkanmaa;Nordvästra Birkaland;Luoteis-Pirkanmaa;3;Länsi-Suomi;Västra Finland;Western Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
145;Ilmajoki;Ilmola;Ilmajoki;14;Etelä-Pohjanmaa;Södra Österbotten;South Ostrobothnia;4;Länsi- ja Sisä-Suomen AVI;Västra och Inre Finlands RFV;Western and Inland Finland AVI;11;Etelä-Pohjanmaan ELY-keskus;NTM-centralen i Södra Österbotten;South Ostrobothnia ELY Centre;142;Seinäjoki;Seinäjoki;Seinäjoki;3;Länsi-Suomi;Västra Finland;Western Finland;2;Taajaan asutut kunnat;Tätortskommuner;Semi-urban municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
146;Ilomantsi;Ilomants;Ilomantsi;12;Pohjois-Karjala;Norra Karelen;North Karelia;3;Itä-Suomen AVI;Östra Finlands RFV;Eastern Finland AVI;9;Pohjois-Karjalan ELY-keskus;NTM-centralen i Norra Karelen;North Karelia ELY Centre;122;Joensuu;Joensuu;Joensuu;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
148;Inari;Enare;Inari;19;Lappi;Lappland;Lapland;6;Lapin AVI;Lapplands RFV;Lapland AVI;15;Lapin ELY-keskus;NTM-centralen i Lappland;Lapland ELY Centre;197;Pohjois-Lappi;Norra Lappland;Pohjois-Lappi;4;Pohjois- ja Itä-Suomi;Norra och Östra Finland;Northern and Eastern Finland;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;0;Yksikielinen suomenkielinen kunta;Enspråkig finsk kommun;Monolingual Finnish-speaking municipality
149;Inkoo;Ingå;Ingå;1;Uusimaa;Nyland;Uusimaa;1;Etelä-Suomen AVI;Södra Finlands RFV;Southern Finland AVI;1;Uudenmaan ELY-keskus;NTM-centralen i Nyland;Uusimaa ELY Centre;14;Raasepori;Raseborg;Raasepori;1;Helsinki-Uusimaa;Helsingfors - Nyland;Helsinki-Uusimaa;3;Maaseutumaiset kunnat;Landsbygdskommuner;Rural municipalities;3;Kaksikielinen kunta, jossa enemmistön kieli on ruotsi;Tvåspråkig kommun med svenska som flertalets språk;Bilingual municipality with Swedish-speaking majority
